translated_text,class
"Wakati mtuhumiwa wa rais Donald Trump anajihusisha na habari zisizofaa, kisha anaiita habari potofu. Vyombo vya habari vinapiga tena baada ya mashambulizi yake ya mara kwa mara. Trump anasumbuliwa na kashfa baada ya kuwa kazini kwa majuma machache tu.",0
"Donald Trump alikuwa akishughulika na hali ya kutostarehe, ambaye alijulikana sana kwa kunakili Bibi Michelle Obama s neno la maneno kwenye Mkataba wa Taifa wa Republican, hivi karibuni alitoa hotuba nyingine ya kukumbukwa wiki hii. Wakati huu, yeye alikuwa akidhihakiwa kwa kutoa hotuba ya kijinga na ya kushangaza ambayo katika hiyo aliilaumu mitandao ya kijamii kwa kutumia mbinu ya udhalimu kwamba mume wake ni stadi kabisa.",0
"Baada ya siku mbili za utata juu ya Donald Trump kutokuwa na itikio, uangalifu, au hata kuonekana kuona askari wanne waliokufa nchini Niger karibu majuma mawili yaliyopita, hatimaye aliitwa mjane mwenye mimba wa moja ya askari - jeshi aliyeanguka, Sergeant LaDaudi Johnson. Kwenye Uwanja wa Ndege wa Kimataifa wa Miami, ambapo alingojea mabaki ya mume wake mwenye umri wa miaka 25, Myesh Johnson ndiye aliyepiga simu mara tano tu.",0
"Trump na washirika wake wanatutarajia tupuuze ripoti ya miaka 35 ya shambulio ya Donald Trump na timu yake ilishirikiana na serikali ya Urusi, lakini bado kuna mambo mengi ambayo hayawezekani kufanya. Wakati ulikuwa ni kama tu wakala na mwandishi wa ripoti ya Christopher Steele, ambaye anajificha kutoka kwa Trump na Putin, akisema kuwa Rais Asterisk alikuwa amejawa na mifupa (nasani ya Urusi) lakini alikuwa akishuku kuwa alikuwa amehusika na picha ya video yake ya slexand.",0
"Welling Party adling and frider wotheraire Joe Walsh alifaulu kuwa mkali kuliko ilivyo kawaida siku ya Jumapili wakati alipomshambulia Michael Che kwa kusema jambo fulani kumhusu Donald Trump. Huenda likaonekana kuwa si jambo la akili kwamba kila mara mtu anaposema jambo lililo sawa, lakini Walshbr alihitaji nafasi salama kwa sababu ya SNL s Michael Donald Trump Trump (miongoni mwa mambo mengine).",0
"ASEMPPHINGTON (Routers) - aliyekuwa mshauri mkuu wa Rais Donald Trumps timu ya kampeni, Sam Clovis, alijaribu kujitenga naye Jumanne kutoka kwa George Papadopoulos, aliyekuwa rais wa zamani wa serikali ya Urusi ambaye alikuwa ameomba afanyiwe uchunguzi na serikali ya Urusi.",1
"Donald Trump alipotangaza kwa ujasiri kwamba alikuwa ameachiliwa kutoka kwenye pingu za GOP (ambayo ilikuwa imefungwa?) Star Trek na Big Bang Theory Wil Wheadon alikuwa na uwezo wa kukinza tu. Ilianzia na neno moja tu, na bado twiti yake ilikuwa na maana ya juu: Wil SCREAMton (@willory) Oktoba 11, 2016 ndipo, Whexon akisukumwa kwenye kipindi cha kampeni: ufunuo wa kwamba yeye hutumia wakati mwingi kwa wanawake.",0
"Akiwa na mtazamo mkali, kwa muda wa miezi hii ya mwisho, Donald Trump anapaswa kuwa na msimamo wa wazi na kuthibitisha jambo hilo katika mwezi huu wenye fahari kwa kuwa alikuwa akihutubia kikundi cha watu wanaochukia mashoga. Katika siku ambayo James Comey, aliyekuwa kiongozi wa kanisa, Trump alikubaliana na mkutano wa kila mwaka wa imani ya kievanjeli na Uhuru, ambapo alikiambia kikundi cha watu waliozingirwa, kwa sababu ya kutaka kununua keki.",0
"AYHINGTON (Watangazaji wa taifa) - Waziri wa Marekani Jeff Sessions mnamo Jumanne alikuwa akiwashutumu wachezaji wa mpira wa miguu ambao wamepinga ubaguzi wa rangi kwa kupiga magoti au kufunga mikono wakati wa kucheza wimbo wa taifa kabla ya michezo, akisema kwamba hata ingawa hotuba yao inalindwa, walipaswa kulaumiwa kwa sababu ya kutoheshimu nchi hiyo. Alikuwa akitoa maoni yake ya moja kwa moja kwa moja kwa moja katika Chuo cha Sheria cha Georgetown, Ses alisema kwamba wanariadha walioamua kuandamana wakati wa wimbo walikuwa wakifanya kosa dhidi ya timu ya serikali ya serikali ya serikali ya serikali ya serikali ya Marekani, na kwamba yeye ndiye aliyepinga kesi ya serikali ya serikali ya serikali, na kwamba yeye ndiye aliyepinga vikali dhidi ya chama cha Marekani, na chama cha Marekani, na chama cha PP.",1
"Wakati wa miaka minne ijayo, chama cha serikali cha Demcle, na chama cha Southams, cha Prson, kilitoa maoni yenye kutisha kwa watu wachache, kwa kuwa yule mtu aliyetangaza kuwa rais wetu wa pili ni mbaguzi wa rangi, asiyependelea upande wowote wa serikali, na makamu wake wa rais, yeye alisema kuwa hakuna haja ya kufanya kazi katika nchi yake ya kawaida, na pia ni mtu mmoja katika Bunge la Marekani ambaye atashinda kwa sababu ya makosa yoyote yale yanayotokana na makosa.",0
"Whiner-in-Chief alijiaibisha mwenyewe tena.Trumppppp anachukia vyombo vya habari, ndiyo sababu anatishia kuharibu Marekebisho ya Kwanza mara tu anapoingia madarakani.",0
"Donald Trump ametawazwa mwaka 2016 Pers of the Year by Time Magazine. Hata hivyo, unapotazama nyuma ya mwezi kwa ushindi wake wote.",0
"Leo, Donald Trump na timu yake walipiga simu kutoka kwenye kituo cha usimamizi cha Anne Frank kuhusu hukumu yake ya mwisho dhidi ya uhalifu wa ki-Semi wakati wa ziara ya Jumba la Kitaifa la Historia ya Afrika. Leo, Trump alijaribu kupinga uhalifu ulioelekezwa kwa Wayahudi, na Anne Frank Center kwa usahihi kwamba Trump angeshutumu mashambulizi hayo mapema zaidi, hasa kwa sababu ya vitendo vyake vimeonekana wazi dhidi ya Ushupavu.",0
Donald Trump ameshuhudia siku ya Jumamosi maisha ya wazi na ilimsababisha kuwa kama mtoto wa watoto. Alec Baldwin kwa mara nyingine tena alijitokeza katika mchezo wa kuigiza wa kijeshi wakati wa mjadala wa pili wa serikali na alikuwa akishikilia kwamba Donald aliamua kukosoa mwigizaji na kutoa maoni yake juu ya upigaji kura.,0
"Katika pindi yenye kusumbua sana wakati wa Katibu wa Habari Sean Spicer smp smpers wa hivi karibuni zaidi wachapaji wa vyombo vya habari, yeye alisoma dondoo lililotolewa na Trump ambalo lilikiri kuwa Rais aliye madarakani wa Marekani anaamini ukweli wakati ambapo wanajifanya kuwa na sura nzuri.",0
"Ingawa jumuiya ya Kiyahudi ilisherehekea Sikukuu ya Kupitwa, Spicer alidai kwamba Adolf Hitler hakuchoma watu mara moja, Spicer alisema kwamba baada ya kuwafunga gerezani, SPerter alimaanisha Hitler asiwapige risasi raia wa Ujerumani.",0
"Historia imeonesha kuwa moja ya njia za kukabiliana na hali ya kutoridhika wakati unapohudhuria maandamano makubwa ni kwenda kwenye duka la ziada, kununua koti la bei rahisi la M-65 kwa karibu dola 25 na baadhi ya michoro mikali.",0
"Wakati wa uchaguzi huo, uchunguzi wa Urusi ulikuwa ukipamba moto hata kabla Trump hajaingia madarakani, na utawala wa Obama ulikuwa na wasiwasi kwamba walichukua hatua isiyo ya kawaida ili kuhakikisha kwamba hati hususa ziliifanya iwe sahihi.",0
"Chama cha NAACP kilitoa tamko kufuatia kupigwa risasi kwa Steve Bannon, Donald Trump afisa mkuu wa ubaguzi wa rangi, mnamo Ijumaa alasiri. Shirika hilo lilionesha kwamba wakati wao ni wenye furaha kuona Bannon akienda, inabadili ukweli kwamba rais anayeketi bado ni mkuu wa ubaguzi wa rangi.",0
"Wakati huo, rais wa Marekani alikuwa ameamua kuwa rais wa Marekani, na wakati huo alikuwa ameamua kutumia simu ya mkononi.",0
Kwa kuwa chama cha Republican kimekuwa na wasiwasi kuhusu moto wa mateso tangu CIA alipotoa ripoti kwamba Urusi ilikuwa imejiingiza katika uchaguzi wa Marekani ili kuigeuza imani yake kuelekea Donald Trump.,0
"Donald Trump atapoteza shita yake ikiwa anasoma haya. Katika wiki hii, Trump amekuwa akishambulia kwa ukatili mkuu wa Joe Hamika Brzezinski ni wonyesho wenye kuchukiza wa tabia isiyo ya ubinafsi ambao ulipaswa kutangazwa kuwa haufai kushika cheo.",0
Fox News pia lina tatizo la waoteaji wa ngono.,0
"Donald Trump na timu yake tayari wanapingana kabisa na uwongo wao au kama walivyouita mambo ya hakika. Kwa haki, Trump amekuwa Rais kwa juma moja na timu yake inathibitika kuwa imejawa na uongo na ukosefu kamili wa uwazi.",0
"Mahusiano kati ya chama cha Donald Trump na utawala wa kiongozi wa Urusi Vladimir Putin yamekuwa makubwa na yenye kusumbua wakati ambapo yamefunuliwa kupitia zoezi la kampeni hiyo. Trump amemsifu Putin, pamoja na uvamizi wake wa Ukraine na mtazamo wake wa kutaka vita kwenye jukwaa la kimataifa, ikiwa ni pamoja na kuungwa mkono na dikteta wa Syria Assad. Katika mazungumzo yake, Putin pia amekuwa na maneno mazuri kwa Trump, na inaaminiwa kwamba Urusi inaunga mkono wale walioivamia jimbo la Dridene Clinton na chama cha Jamhuri ya Kidemokrasia ya Nazi. PP. PPPPH, ambaye pia ameongeza na kueneza habari zake za kibikrasonsia.",0
"Katika juma la mwisho la mashindano hayo, Mwingereza wa Chuo Kikuu cha Marekani (C., Marekani) alisema kwamba mashindano ya kutengeneza magari yangeongezeka katika viwanda vya Ujerumani, na kwamba Shirika la Marekani la Kutengeneza Vifaa vya Kutengeneza Vifaa vya Kutengeneza Vifaa vya Magari liliongeza dola bilioni 11 za Marekani.",1
"Kwa mujibu wa Waziri wa Habari wa White House Trump Seven Spicer, Kellyanne Conway sc anatoa pendekezo zito kwamba Rais Obama alitumia mikrowevu kuipeleleza Donald Trump ilikuwa ni maneno tu yaliyotungwa katika mzaha. Tangu Trump smark wa kwanza alidai kuwa Obama alitumia majokoko ya mikrosini ili kuendeleza upeo wa The Donald, wataalamu wamedokeza kwamba ni lazima uwe mkubwa zaidi katika ulimwengu ili kuamini kwamba ni jambo la pili la hakika la maisha ya ki - siku hizi (kama kwamba ni muhimu kwa ajili ya upelelezi.",0
"Baada ya miezi ya mzaha Hillary Clinton ana nguvu kwa sababu alithubutu kupatwa na nimonia wakati wa kampeni ya urais, Donald Trump anasemekana kuwa amechoka sana kwa siku tatu tu katika safari yake ya ng'ambo, na mara nyingi yeye huchambua hotuba zake na binti yake Ivanka akijaza maneno yake kwa Waislamu nchini Saudi Arabia.",0
Wakati yeye mwenyewe alikuwa akitoa maoni yake kwa mara ya kwanza.,0
"Donald Trump na Paul Ryan walifikiri kwamba watapita kile ambacho labda kingeweza kusemwa kuwa njia ya ukatili zaidi ya kupata huduma za afya juma lililopita. Hata hivyo, wangeweza hata kupata wanachama wao wenyewe wa kukubaliana na kile ambacho kingeweza kusemwa kuwa ni msiba.",0
"MYHINGTON (Wasimamizi) - Sam Clovis, mshauri mkuu wa Rais Donald Trump wakati wa kampeni yake ya uchaguzi, Alhamisi iliondoa msimamo wake wa wazi kwa ajili ya cheo cha juu cha utawala, siku chache baada ya yeye kuunganishwa na mtu mwingine aliyesihi mwenye hatia katika utafutaji wa Urusi katika uchaguzi wa mwaka 2016.",1
"Je, inawezekana kwamba yeye ni mtetezi wa mambo ya uhalifu katika jimbo la Milwaukee County, Wisc.",0
"Kama utanyamaza sasa, mwimbaji wa gospeli Kim Burell, akionyeshwa na Pharell Williams, aliamua kwenda kwenye homophobint.Burrell alizungumza juu ya roho iliyopotoka ya ugoni wa jinsia - moja, na kisha akajaribu kuipitia kwa kuwaita watu mmoja - mmoja.",0
"Donald Trump alituma dawa ya ubaguzi wa rangi ili kutoa tangazo kwamba usimamizi wake utawaadhibu vijana 800,000, waliokuja Marekani kama watoto, na kuwafanya wafukuzwe katika kitendo ambacho Attorney Jeff Sessons alikiita huruma.",0
"Katika kampeni ya kuwatetea wanawake wasio na hatia, wakati wa kampeni ya kuwatetea wanawake wasio na hatia ya kuwatetea vijana wa Jamhuri ya Cheki, wakati ambapo yeye ndiye aliyekuwa mkuu wa mashindano ya maoni ya maoni ya maoni ya kisiasa ya maoni ya Mashahidi wa Yehova.",1
"ASUBUHI YA U.S. AS. Attorney General Jeff Sessons siku ya Jumatano aliamuru orodha ya serikali ya uchunguzi juu ya wanunuzi wa bunduki, baada ya mtu aliyeua watu 26 katika kanisa la Texas iliacha kufanya uhalifu.",1
Wakati shirika la National Rifle Association liliwaonya Wamarekani kwamba Rais Obama alikuwa akinyang'oa bunduki kutoka kwa wamiliki wakuu wa bunduki na wakati huo yeye alisema kuwa Obama alizungumza kwenye matukio na wale wanaopinga urais wake walikuwa na silaha na rais alikuwa akitoa sufuri.,0
Bill Maher alijitokeza kwenye maonyesho ya saa mbili usiku pamoja na Jimmy Fallon na kuhakikisha kila mtu anajua ni nani hasa aliye na haki ya kupiga kura na kwa nini tulipaswa kupiga kura kwa ajili yake.,0
"Donald Trump anafanya jambo la kuchambua vyombo vya habari kama vile vyombo vya habari vya uongo kwa karibu kila siku, lakini mitandao miwili mikubwa ya habari imemgeuza tu meza na kumweka kwenye mlipuko kwa njia kubwa.",0
"Wakati huo, serikali ya Korea Kusini haingeweza kutumia silaha za nyuklia kwa kuwa serikali ya Korea Kaskazini inajaribu kukabiliana na vita, na pia inadaiwa kwamba hatutakuwa na silaha za nyuklia.",0
"Ni jambo la kushangaza kuwa, kwa kuwa tayari wao wenyewe ni watu wasio na akili na wenye akili timamu, lakini bado wanaona kwamba wao wenyewe ni watu wasio na akili na wenye msimamo mkali.",0
"Rais wa zamani Donald Trump aliahidi kulipa dhamana ya mshahara wa rais na msemaji wake Sarah Huckee Sanders alisema katika ngazi ya kati kwamba nyota ya zamani inatakiwa ili kupata mshahara lakini itairudisha tena (i) hazina au kutoa upaji. Mwaka 2015, Trump alisema, mimi nilishinda hata dola moja.",0
"Donald Trump ni mtoto mdogo katika tukio la miaka 70 husika na baraza la vijana ambao kwa njia fulani waliweza kuchaguliwa kuwa rais wa Marekani. Inaonekana kwamba viongozi wa dunia wanafahamu jambo hili, na kwa hiyo sasa wanabuni njia za kushughulikia tatizo kama hilo.",0
"Wakati mmoja, mwanamke mmoja anayeitwa Roy Moore, ambaye pia alikuwa na umri wa miaka 16 na ambaye alikuwa na wasiwasi wa kufanya ngono na mwanamke mmoja huko Jamhuri ya tawi ya Marekani, alikuwa ameamua kwamba yeye ndiye aliyekuwa na umri wa miaka 14 na alikuwa na umri wa miaka 32, na Washington Post alitoa ripoti siku ya Alhamisi, akichochea Jamhuri ya Cheki ikiwa madai hayo yangethibitika kuwa ya kweli.",1
"Baada ya siku ya Ijumaa, wakati wa mashambulizi ya kigaidi huko Portland, ambapo wanaume wawili walichomwa kwa kisu baada ya kuwasaidia vijana Waislamu, taifa lilionekana kutokuwa na uhakika juu ya namna ya kujibu.",0
"Ingawa ni kiasi kikubwa cha maoni ambacho ni kawaida ya vyombo vikuu vya habari na Marekani imewasilisha wazi kwamba hakuna mtu anayependezwa na kile ambacho mshauri Kellyanne Conway amesema tena, kwa kusikitisha yeye anaendelea kutafuta njia za kueneza mambo ya asili. Hivi karibuni, Conway alidaiwa kuwa na hatia ya sheria ya Marekani, lakini hivi karibuni yeye hawezi tena kusema kwamba yeye ni mswada wa sheria wa Jamhuri ya Marekani, na ConCPody kwa ajili ya maoni yake yote.",0
"Kama ungekuwa umeketi tena kwenye kompyuta yako, chukua pumzi ya kina kirefu. Kama ungekuwa ukisoma tena simu yako, uwe na kiti; kila mara unafikiri kuwa serikali ya Trump imechukua hatua mbaya kwa Kimbunga Maria katika Puerto Riko ilikuwa karibu kupata habari mbaya zaidi.",0
"Kabla ya Donald Trump kuondoka baada ya kushinda urais (ambako hakuna mtu aliyeona tukio likija), kulikuwa na taarifa kwamba mabilioni ya watu walikuwa wakijitayarisha kuanzisha mfumo wa habari wa televisheni ambao huenda hata ukawa mbaya zaidi kuliko Fox News kwa sababu ya kukimbia kwa ajili ya rais: alikuwa na mipango ya kujenga hadhira. Lakini sasa yeye ni Rais wa Marekani, hivi kwamba atakuwa ameshinda tukio lenye kutisha. Hata hivyo, kuna mtu ambaye huenda akawa anaangalia kazi ya vyombo vya habari vya habari vya Obama.",0
"MNAMO Jumatatu (Siku ya 2), rais wa Marekani Donald Trump aliomba Bunge liunge mkono mashambulizi ya makombora ya Korea Kaskazini, kabla tu ya ziara yake ya kwanza ya kwenda Korea Kusini ili kupata mamlaka ya juu zaidi.",1
"Siku ya Jumanne, Trump hamine wa kuongoza kikosi cha jinai cha DOJ kabla ya Bunge la Marekani kuhakikisha kwamba, yaelekea atakabiliwa na maswali kuhusu wakati wake unaowakilisha Alfa Bank, taasisi kubwa ya kifedha ya Urusi inayoongozwa na wamiliki wenye uhusiano na Vladimir Putin na Kremlin.",0
"MNAMO Jumanne, kamati ya Bunge la Marekani ilikubali kwamba Rais Donald Trump asifyatue mgomo wa kutumia nguvu za nyuklia akiwa peke yake, akitaja siku kadhaa kabla ya mkutano wa chama cha Republicanhukumia adhabu ya Rais wa Marekani wa Marekani wa Marekani, na kuwadhibiti wapiga kura wa serikali.",1
"Baada ya kupiga picha asubuhi na dhoruba ya twita ikishambulia Demokrasi kwa kuchambua chaguo lake la moto Mkurugenzi wa FBI James Comey, Trump alionekana tu kufanya mambo yawe mabaya zaidi wakati siku ilipoendelea.",0
"Katika kipindi cha miaka mitano iliyopita, The Prespel, Conspedia, Conspedia, Conspedia, Conscision for the vombs.",0
"Jitihada za Republican za kuruhusu usalama wa kijamii ughaibuni na kufa ilikuwa uhalisi kama Donald Trump anavyojitayarisha kuchukua nafasi ya kazi na kuwa vikaragosi vyao. Mwezi uliopita, Nyumba Paul Ryan ilifanya iwe wazi kwamba anataka kurekebisha maisha ya watu.",0
"Katika kipindi cha juma moja, Rais Donald Trumps alisema kwamba watengenezaji wawili wa sheria kutoka U.S. waliwashawishi wajiunge na sera ya ubaguzi wa nywele ili kupunguza mzigo wa viwanda vya mafuta, kwa mujibu wa msemaji wa kampuni moja ya muziki ya kitaifa ya Marekani, na piasoni wa serikali ya Marekani, ambaye alikuwa akitoa maoni yake katika kila mwaka, wakati wa mabadiliko ya kilimo na serikali ya jimbo la jimbo la Marekani na pia alikuwa akitoa maoni yake.",1
"Donald Trump alikuwa na hamu ya kuzungumza juu ya kitu chochote ambacho kinahusisha Urusi kimemfanya apoteze akili yake, kwa wazi. Asubuhi ya Jumatatu, Donald alianza kuwa mkichaa wakati alipokuwa akifoka kwa hasira kwenye Hillary Clinton. Je, Hillary Clinton aliomba msamaha kwa ajili ya kupata majibu ya mjadala huo.",0
"Ingawa anakabiliwa na mashirika sita ya akili yanayochunguza madai ya malipo yasiyo halali Trump alipokea kutoka Kremlin ili kujipatia fedha The Donald jitihada za kuwa Rais kwa njia yoyote ya lazima, Ijumaa alama kwamba yeye ndiye Rais na kama ungedhani kuwa ofisi yenye nguvu zaidi duniani ingemzuia Trump asipige simu kama vile sglest-pder's jull, na Richard Presped kwa ajili ya serikali ya Marekani, na kwa muda mrefu ilikubali kwamba yeye ndiye aliyekuwa na hatia ya kufanya kazi katika nchi hiyo.",0
"Katika kipindi cha juma lililopita, Donald Proxse CEO, ambaye pia ni mkurugenzi wa serikali ya Urusi, alisema kwamba serikali ya Urusi imejihusisha na masuala ya afya ya umma, na kwamba serikali ya Marekani inajihusisha sana na masuala ya afya ya raia wa Urusi.",0
"Kwa sababu ya hali mbaya zaidi kuhusu chama cha GOP kinachodhibiti matawi yote matatu ya serikali ni kwamba wako karibu kuyakabidhi Mahakama ya Juu ili kufanya utani na upigaji kura wa kulia kama wao wenyewe kwa ajili ya kizazi. Hata hivyo, kuna njia moja ya kuyazuia kama Seneti ya Hitler katika majira ya Novemba 22, na Jumbers kwa ajili ya uchaguzi.",0
"YEHINGTON (Routers) - Viongozi wa Kidemokrasia katika Congress walifunga mkutano pamoja na Rais Donald Trump siku ya Jumanne ambao wangekaza fikira kwenye bajeti, wakiongeza hatari ya kufungwa kwa serikali mwezi ujao na pande zote mbili zilizo mbali na makubaliano.",1
"Akiwa na wasiwasi, Helen Mirren hana uvumilivu kwa ajili ya utovu wa adabu kama Donald Trump. Yeye akataa kuvumilia jambo hilo huko Hollywood na kwa hakika anataka kuvumilia jambo hilo katika siasa.",0
"Donald Trump alitumia miezi kadhaa katika kampeni ya kupandisha silaha, jiwe la pembeni la usalama wa dunia baada ya Vita ya Ulimwengu 2. Hata hivyo, Rais Obama alisema kuwa Trump anawajibika katika NATO, muungano alioutaja wakati mmoja. Trump alimwambia Rais Obama kwamba anapanga kushikamana na NATO.",0
"ANDPANA (Watangazaji) - Shirika la Marekani lilisema siku ya Alhamisi ilikuwa imeteuliwa kuwa balozi wa kazi Lawrence Gumbiner kuwa mkuu mpya wa ubalozi wa Cuba ambao umekuwa katikati ya mgogoro wa kidiplomasia kwa sababu ya madai ya mashambulizi ya afya ya kifumbo dhidi ya wafanyakazi wake wa kudumu. Hata hivyo, hapo awali, Scott Hamilton, aliondoka Cuba mapema mwezi huu baada ya Washington kutoa msaada wa wafanyakazi wasio wa kibalozi na watu wa ukoo, ili kubaki na familia yake. Gumbinner, wakati wa vita kati ya miaka ya miaka ya zamani, yeye na raia wa nchi hiyo, yeye alisema kwamba yeye na serikali yake ilikuwa imeingilia kati ya kujitegemea na serikali.",1
AYHINGTON (Routers) - The White House iliomba Mahakama ya Juu ya Marekani siku ya Jumatatu kuruhusu Rais Trumps hivi karibuni apige marufuku hatua kamili baada ya mahakama ya rufani ya California kuamua juma lililopita kwamba ni sehemu moja tu ya kesi hiyo ingefanyika.,1
"Katika kipindi cha miaka mitano iliyopita, Mwingereza wa Chuo Kikuu cha Southader alisema hivi:",0
"Asilimia 15 ya kodi inayotolewa na Rais Donald Trump huenda isiwezekane, lakini biashara zitaona kiwango cha  faida za kifedha kama kile cha Republicans inashinikiza mpango wao wa marekebisho ya kodi kupitia Bunge, katibu wa fedha wa Marekani alisema siku ya Jumanne.",1
"MNAMO tarehe 25 W.K., mtaalamu wa masuala ya kodi wa Marekani alisema kwamba asilimia 25 ya watu wa kawaida walitozwa kodi, na kwamba serikali ya Marekani ingetumia asilimia 25 ya mapato yao kulipa kodi.",1
"Muda si muda, rais wa Marekani alikubaliana na maoni ya rais wa India na India. Yeye pia alikuwa na msimamo mkali wa ushindani dhidi ya serikali ya Marekani.",0
"Kwa hiyo, kwa hakika, huenda ikawa kwamba walirusha kura ya maoni kwa Donald Trump. Baada ya kufunga uchunguzi wa Hillary Clinton smail, Mkurugenzi wa Shirika la Upelelezi la Marekani James Comoy angeweza tena kufanya uchunguzi wakati wa kampeni hiyo.",0
"Mwanamuziki wa Gene Simmons, ambaye pia ni mchezaji mwenye umri wa miaka 68, alikuwa akitetea msimamo wake wa kimapenzi na mwimbaji mwenzake, mchezaji kwenye blogu ya Celebrity Appentice kwa ajili ya jumla ya visa vitatu vya kurudi nyuma mwaka 2008, kujitangaza kuwa ni mwanamke, na pia mchezaji wa kike mwenye msimamo mkali kwa ajili ya kunawa mikono, mkongwe wa muziki wa roki ambaye atasimama bila kujali sana majina yake katika kipindi cha haraka cha televisheni, ameinama kwa ajili ya pambano lake dhidi ya kutokuwa na uhuru wa maisha yake yote.",0
"Tangu Donald Trump aliruka kutoka kwenye ngazi ya chini ya jimbo la Trump na kutangaza amri yake yenye aibu kwa ajili ya White House, watu wamekuwa wakitania juu ya madai yake ya mapenzi na kiongozi wa Urusi Vladimir Putin. Hii ni zaidi ya haki; kwa sababu Putin ni mtu mmoja anayekataa kuchambua.",0
"Kama una masharti ya bima ya kabla ya uchaguzi, Obama anajali kwa wakati huu kuwa wewe si mwenye bima kwa msingi wa hali hiyo.",0
Trump aliendelea kupungua kwa habari potofu (wale wengine wetu huiita taarifa) mashirika yaliingia kile kinachoonekana kuwa miaka kumi na nane siku ya Jumatano baada ya NBC kuripoti kwa usahihi juu ya siku ya leo kwamba makampuni kama vile Wal-Mart na General Motors yanamvuta mtu kwa haraka kwenye Trump kwa kusema kwamba kazi ambayo ingefanyika wakati huo ilikuwa ni kwa sababu ya kujaribu kumdanganya.,0
"Katika hatua hii, hakuna shaka kwamba Vladimir Putin s Russian tawala ya mwaka 2016, na walifanya hivyo kwa kusudi moja: Kumchagua Donald Trump Rais wa Marekani. Hata hivyo, shujaa mmoja wa Marekani amefanikiwa, Wa Republicans wengi wanafanya yote wawezayo ili kujifanya kwamba hii ni nzito kama vile, kwa kuwa ni kwa faida ya chama chao na kiongozi wa Marekani.",0
"Kama vile Attorney General, Jeff Sessons ni mtu wa kwanza kutekeleza sheria katika nchi hii.",0
"Bila shaka ilikuwa vigumu kuwazia Donald Trump akitoa maoni ya siri wakati wa kampeni yake ya urais, lakini kwa kweli alijishindia mwenyewe katika majuma ya baada ya kushinda uchaguzi. Si kwamba tu rais amekuwa akituma ujumbe kupitia mtandao wa twita, akitoa muhtasari wa vyombo vya habari na kufanya kila jaribio la kuficha mashtaka ya 251 ambayo ameshashashashashashashashashashashashashashapata kuwa, bali pia anairuhusu Marekani ajue kuwa rais huyu hana uhakika wa mambo ambayo kwa hakika yatafanyika.",0
"DAMPPLDS (Ukrainia) - Kikundi cha watunga sheria wa Marekani na Nyumba ya Wawakilishi tayari kinatoa maombi mara tu Jumatatu ili kufanya kazi ngumu katika Marekani wakati wa hangaiko linaloongezeka kuhusu shughuli za Kichina, kwa mujibu wa chanzo kinachofahamika na sheria.",1
"(Reuters) - Jamie Selway, mgombea mashuhuri wa uongozi wa U.S. Secursitions and Sokoni Tume ya Tume ya Elimu na Soko, ameondoa jina lake kutoka kwenye ufikirio, kwa mujibu wa mtu mwenye ujuzi wa moja kwa moja juu ya jambo hilo. Kazi ya Trading na Soko ni moja ya nafasi za mwisho mpya za SClader Jay Clayton bado ni lazima ijaze. Mratibu wa ubadilishanaji wa hisa na masoko, alivunja mashirika ya uondoaji wa bidhaa, na kampuni ya Biashara ya Biashara ya Biashara ya Biashara ya Biashara ya Fedha, na Huduma za Kibiashara, Stelyli katika mwaka 2003, na kura ya uwekezaji wa kwanza kwa ajili ya Uwekezaji.",1
"Kwa kawaida, Michael Flynn, Rais Donald Trumps aliyekuwa mshauri wa usalama wa taifa la Marekani, alijitetea mnamo Ijumaa kwa Shirika la Upelelezi la Urusi kuhusu uhusiano wake na balozi wa Marekani.",1
"MYHINGTON (Watangazaji wa Fedha wa Mexico) - Waziri wa Fedha Jose Antonio Meade alisema siku ya Ijumaa kwamba Meksikos peso ilikuwa ikiitikia kwa hisia ya niaba ya BAFTA, lakini Mexico ilitaka kufikia makubaliano ya kutengeneza mkataba wa kibiashara ili kunufaisha nchi zote tatu wanachama. Meade, akizungumza kwenye upande wa mkutano wa Kimataifa wa Fedha ya Monetary katika Washington, alisema kwamba Mexico ilikuwa inanufaika na kiwango cha ubadilishaji na ubadilishaji wa maji.",1
"MYHINGTON (Wasimamizi) - Bunge la Marekani linaweza kumaliza makubaliano ya kodi kabla ya Dec. 22 na kutuma muswada wa mwisho kwa Rais Donald Trump, Mbunge wa Republican John Cornn alisema siku ya Jumatano. Bunge litapiga kura siku ya Jumatano kama mtakutana na Nyumba ya Wawakilishi juu ya sheria ya kodi. Nyumba ilipiga kura siku ya Jumatatu.",1
"Kellyanne Conway, Donald Trump s mshauri, anasema kwamba habari zote kuhusu Urusi kuingilia kati katika uchaguzi wa rais na rais wa Urusi ni pamoja na mahusiano ya ki-Rusi yapaswa kuwekwa siri. Si kwa sababu Trump ana kitu cha kuficha, lakini ili kulinda umma.",0
"Kellyanne Conway bado anaweza kuwa mwaminifu kwa Donald Trump, lakini mume wake anaonekana kutokuvutiwa sana na ujumbe wetu wa twita-in-Chief. Mnamo Jumatatu asubuhi, George Conway alishika mtandao wa Twita, Trump s anachopenda sana, ili kumlipua rais kwa ajili ya twiti zake za mapema juu ya marufuku Waislamu.",0
